INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182067521,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,254,,2018-08-23 10:30:00,2018,8,Thursday,10,Part Three,DORCHESTER AVE,42.31021459,-71.05783009,"(42.31021459, -71.05783009)"
I182067520,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B3,431,,2018-08-23 13:35:00,2018,8,Thursday,13,Part One,CALLENDER ST,42.28816791,-71.08760718,"(42.28816791, -71.08760718)"
I182067519,03119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,C11,355,,2018-08-23 13:26:00,2018,8,Thursday,13,Part Three,GIBSON ST,42.29755533,-71.05970910,"(42.29755533, -71.05970910)"
I182067516,03115,Investigate Person,INVESTIGATE PERSON,A1,81,,2018-08-23 11:55:00,2018,8,Thursday,11,Part Three,MICHELANGELO ST,42.36708890,-71.05481065,"(42.36708890, -71.05481065)"
I182067515,03115,Investigate Person,INVESTIGATE PERSON,E13,573,,2018-08-23 12:49:00,2018,8,Thursday,12,Part Three,UNION AVE,42.30968109,-71.10583700,"(42.30968109, -71.10583700)"
I182067513,03201,Property Lost,PROPERTY - LOST,D4,144,,2018-07-19 15:00:00,2018,7,Thursday,15,Part Three,CLEARWAY ST,42.34522836,-71.08537838,"(42.34522836, -71.08537838)"
I182067512,00613,Larceny,LARCENY SHOPLIFTING,D4,134,,2018-08-23 12:49:00,2018,8,Thursday,12,Part One,BOYLSTON ST,42.35095909,-71.07412780,"(42.35095909, -71.07412780)"
I182067512,03125,Warrant Arrests,WARRANT ARREST,D4,134,,2018-08-23 12:49:00,2018,8,Thursday,12,Part Three,BOYLSTON ST,42.35095909,-71.07412780,"(42.35095909, -71.07412780)"
I182067511,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,314,,2018-08-23 12:20:00,2018,8,Thursday,12,Part Three,HOWLAND ST,42.31444840,-71.08993418,"(42.31444840, -71.08993418)"
I182067510,00619,Larceny,LARCENY ALL OTHERS,E13,567,,2018-08-13 20:00:00,2018,8,Monday,20,Part One,GLEN RD,42.30692571,-71.09785573,"(42.30692571, -71.09785573)"
I182067509,03201,Property Lost,PROPERTY - LOST,D4,172,,2018-08-19 00:00:00,2018,8,Sunday,0,Part Three,MASSACHUSETTS AVE,42.33339068,-71.07312006,"(42.33339068, -71.07312006)"
I182067508,01402,Vandalism,VANDALISM,C6, ,,2018-08-22 18:30:00,2018,8,Wednesday,18,Part Two,,,,"(0.00000000, 0.00000000)"
I182067507,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,501,,2018-08-23 12:03:00,2018,8,Thursday,12,Part Three,HARDING RD,42.28074205,-71.11779287,"(42.28074205, -71.11779287)"
I182067506,01402,Vandalism,VANDALISM,E18,543,,2018-08-23 12:12:00,2018,8,Thursday,12,Part Two,AVILA RD,42.25614494,-71.12802506,"(42.25614494, -71.12802506)"
I182067505,02647,Other,THREATS TO DO BODILY HARM,B2,297,,2018-08-23 12:17:00,2018,8,Thursday,12,Part Two,ROCKLAND ST,42.32195809,-71.08351213,"(42.32195809, -71.08351213)"
I182067504,02632,Evading Fare,EVADING FARE,B2,308,,2018-08-23 12:00:00,2018,8,Thursday,12,Part Two,WALNUT AVE,42.31966035,-71.08946896,"(42.31966035, -71.08946896)"
I182067503,03115,Investigate Person,INVESTIGATE PERSON,B3,448,,2018-08-23 11:52:00,2018,8,Thursday,11,Part Three,NORWELL ST,42.29351144,-71.07778767,"(42.29351144, -71.07778767)"
I182067502,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,68,,2018-08-23 09:49:00,2018,8,Thursday,9,Part One,HANCOCK ST,42.36025385,-71.06447113,"(42.36025385, -71.06447113)"
I182067501,02629,Harassment,HARASSMENT,D4,170,,2018-06-01 00:00:00,2018,6,Friday,0,Part Two,WASHINGTON ST,42.33675016,-71.07662788,"(42.33675016, -71.07662788)"
I182067499,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,953,,2018-08-23 00:01:00,2018,8,Thursday,0,Part One,WASHINGTON ST,42.33721215,-71.07597603,"(42.33721215, -71.07597603)"
I182067498,03106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,A7,33,,2018-03-09 06:00:00,2018,3,Friday,6,Part Three,SUMNER ST,42.36683981,-71.03505689,"(42.36683981, -71.03505689)"
I182067497,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,95,,2018-08-23 11:28:00,2018,8,Thursday,11,Part Three,STATE ST,42.35961316,-71.05195809,"(42.35961316, -71.05195809)"
I182067496,00616,Larceny,LARCENY THEFT OF BICYCLE,D4, ,,2018-08-13 09:30:00,2018,8,Monday,9,Part One,DARTMOUTH ST,,,"(0.00000000, 0.00000000)"
I182067494,00617,Larceny,LARCENY THEFT FROM BUILDING,C11,385,,2018-07-12 00:00:00,2018,7,Thursday,0,Part One,HALLET ST,42.28076737,-71.04736497,"(42.28076737, -71.04736497)"
I182067493,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,363,,2018-08-23 11:50:00,2018,8,Thursday,11,Part Three,CENTRE ST,42.29426595,-71.05968487,"(42.29426595, -71.05968487)"
I182067492,03301,Verbal Disputes,VERBAL DISPUTE,B3,463,,2018-08-23 10:35:00,2018,8,Thursday,10,Part Three,ANGELL ST,42.29642088,-71.08876313,"(42.29642088, -71.08876313)"
I182067491,03115,Investigate Person,INVESTIGATE PERSON,E5,691,,2018-08-22 08:00:00,2018,8,Wednesday,8,Part Three,REDLANDS RD,42.28898462,-71.15224773,"(42.28898462, -71.15224773)"
I182067490,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,793,,2018-08-20 21:00:00,2018,8,Monday,21,Part One,COMMONWEALTH AVE,42.34888872,-71.13354530,"(42.34888872, -71.13354530)"
I182067489,03115,Investigate Person,INVESTIGATE PERSON,C6,936,,2018-08-22 16:00:00,2018,8,Wednesday,16,Part Three,B ST,42.33853253,-71.05661146,"(42.33853253, -71.05661146)"
I182067486,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,E18,495,,2018-08-18 00:00:00,2018,8,Saturday,0,Part Two,WEST ST,42.26128526,-71.12155250,"(42.26128526, -71.12155250)"
I182067485,03114,Investigate Property,INVESTIGATE PROPERTY,B2,327,,2018-08-23 11:50:00,2018,8,Thursday,11,Part Three,MAGNOLIA ST,42.31258278,-71.07290449,"(42.31258278, -71.07290449)"
I182067484,03501,Missing Person Reported,MISSING PERSON,E13,916,,2018-08-23 11:15:00,2018,8,Thursday,11,Part Three,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
I182067483,00301,Robbery,ROBBERY - STREET,C6,172,,2018-08-23 11:37:00,2018,8,Thursday,11,Part One,BRADSTON ST,42.33235400,-71.07138696,"(42.33235400, -71.07138696)"
I182067482,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7, ,,2018-08-23 07:47:00,2018,8,Thursday,7,Part Three,,,,"(0.00000000, 0.00000000)"
I182067481,03830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,B2,320,,2018-08-22 23:45:00,2018,8,Wednesday,23,Part Three,HOWLAND ST,42.31165937,-71.08424352,"(42.31165937, -71.08424352)"
I182067480,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,111,,2018-08-18 17:30:00,2018,8,Saturday,17,Part Two,WASHINGTON ST,42.35512339,-71.06087980,"(42.35512339, -71.06087980)"
I182067478,01300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,C6,177,,2018-08-23 11:15:00,2018,8,Thursday,11,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I182067476,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B3,432,,2018-08-23 11:11:00,2018,8,Thursday,11,Part Three,LYFORD ST,42.28734054,-71.08323229,"(42.28734054, -71.08323229)"
I182067475,03410,Towed,TOWED MOTOR VEHICLE,C6,221,,2018-08-23 11:09:00,2018,8,Thursday,11,Part Three,E THIRD ST,42.33641698,-71.04033667,"(42.33641698, -71.04033667)"
I182067474,03410,Towed,TOWED MOTOR VEHICLE,D4,131,,2018-08-23 08:43:00,2018,8,Thursday,8,Part Three,MARLBOROUGH ST,42.35373104,-71.07548929,"(42.35373104, -71.07548929)"
I182067473,01402,Vandalism,VANDALISM,C11,355,,2018-08-23 11:06:00,2018,8,Thursday,11,Part Two,GIBSON ST,42.29755533,-71.05970910,"(42.29755533, -71.05970910)"
I182067472,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C11,244,,2018-08-23 04:30:00,2018,8,Thursday,4,Part One,MAYFIELD ST,42.31650496,-71.05803929,"(42.31650496, -71.05803929)"
I182067470,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,70,,2018-08-23 10:55:00,2018,8,Thursday,10,Part Two,PINCKNEY ST,42.35884764,-71.06828451,"(42.35884764, -71.06828451)"
I182067468,02007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,D14,792,,2018-08-21 09:42:00,2018,8,Tuesday,9,Part Two,KELTON ST,42.34731413,-71.13770456,"(42.34731413, -71.13770456)"
I182067467,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,462,,2018-08-22 18:00:00,2018,8,Wednesday,18,Part One,ROSSETER ST,42.30116123,-71.07284279,"(42.30116123, -71.07284279)"
I182067466,03410,Towed,TOWED MOTOR VEHICLE,D4,150,,2018-08-23 09:33:00,2018,8,Thursday,9,Part Three,CLARENDON ST,42.34547581,-71.07263936,"(42.34547581, -71.07263936)"
I182067465,03410,Towed,TOWED MOTOR VEHICLE,A1,79,,2018-08-23 08:39:00,2018,8,Thursday,8,Part Three,ENDICOTT ST,42.36656621,-71.05809013,"(42.36656621, -71.05809013)"
I182067464,01402,Vandalism,VANDALISM,E18,478,,2018-08-22 23:00:00,2018,8,Wednesday,23,Part Two,SEFTON ST,42.27024204,-71.10687003,"(42.27024204, -71.10687003)"
I182067464,03410,Towed,TOWED MOTOR VEHICLE,E18,478,,2018-08-22 23:00:00,2018,8,Wednesday,23,Part Three,SEFTON ST,42.27024204,-71.10687003,"(42.27024204, -71.10687003)"
I182067463,03301,Verbal Disputes,VERBAL DISPUTE,A1,68,,2018-08-23 08:32:00,2018,8,Thursday,8,Part Three,HANCOCK ST,42.36025385,-71.06447113,"(42.36025385, -71.06447113)"
I182067461,03410,Towed,TOWED MOTOR VEHICLE,D4,626,,2018-08-23 08:40:00,2018,8,Thursday,8,Part Three,QUEENSBERRY ST,42.34200380,-71.10011169,"(42.34200380, -71.10011169)"
I182067460,02647,Other,THREATS TO DO BODILY HARM,C11,336,,2018-08-23 10:35:00,2018,8,Thursday,10,Part Two,BOWDOIN ST,42.30573977,-71.06762362,"(42.30573977, -71.06762362)"
I182067459,03109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,C6,914,,2018-08-23 10:34:00,2018,8,Thursday,10,Part Three,OLD COLONY AVE,42.32557398,-71.05248130,"(42.32557398, -71.05248130)"
I182067458,03410,Towed,TOWED MOTOR VEHICLE,A1,70,,2018-08-23 08:17:00,2018,8,Thursday,8,Part Three,WILLOW ST,42.35786143,-71.06845600,"(42.35786143, -71.06845600)"
I182067457,03115,Investigate Person,INVESTIGATE PERSON,C11,348,,2018-08-23 09:51:00,2018,8,Thursday,9,Part Three,DORCHESTER AVE,42.30396336,-71.05924636,"(42.30396336, -71.05924636)"
I182067456,03820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,E5,695,,2018-08-23 10:16:00,2018,8,Thursday,10,Part Three,CENTRE ST,42.28728494,-71.15306857,"(42.28728494, -71.15306857)"
I182067455,03410,Towed,TOWED MOTOR VEHICLE,B2,267,,2018-08-23 09:25:00,2018,8,Thursday,9,Part Three,FOREST ST,42.32555890,-71.07600982,"(42.32555890, -71.07600982)"
I182067454,03018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,B3,565,,2018-08-23 10:26:00,2018,8,Thursday,10,Part Three,SENATOR BOLLING CIR,42.28913147,-71.09293028,"(42.28913147, -71.09293028)"
I182067453,02610,Other,TRESPASSING,B2,288,,2018-08-23 09:35:00,2018,8,Thursday,9,Part Two,ROXBURY ST,42.32952036,-71.08530641,"(42.32952036, -71.08530641)"
I182067452,01402,Vandalism,VANDALISM,B2,268,,2018-08-22 20:00:00,2018,8,Wednesday,20,Part Two,ADAMS ST,42.32802058,-71.07716877,"(42.32802058, -71.07716877)"
I182067451,03115,Investigate Person,INVESTIGATE PERSON,A1,92,,2018-08-23 00:00:00,2018,8,Thursday,0,Part Three,CITY HALL PLZ,42.35972137,-71.05852360,"(42.35972137, -71.05852360)"
I182067451,02407,Disorderly Conduct,ANNOYING AND ACCOSTING,A1,92,,2018-08-23 00:00:00,2018,8,Thursday,0,Part Two,CITY HALL PLZ,42.35972137,-71.05852360,"(42.35972137, -71.05852360)"
I182067450,00361,Robbery,ROBBERY - OTHER,C11,370,,2018-08-23 09:39:00,2018,8,Thursday,9,Part One,WILLIAM T MORRISSEY BLVD,42.29623685,-71.04853645,"(42.29623685, -71.04853645)"
I182067450,03125,Warrant Arrests,WARRANT ARREST,C11,370,,2018-08-23 09:39:00,2018,8,Thursday,9,Part Three,WILLIAM T MORRISSEY BLVD,42.29623685,-71.04853645,"(42.29623685, -71.04853645)"
I182067449,03410,Towed,TOWED MOTOR VEHICLE,C11,254,,2018-08-23 10:05:00,2018,8,Thursday,10,Part Three,SAVIN HILL AVE,42.31292775,-71.05662311,"(42.31292775, -71.05662311)"
I182067448,03114,Investigate Property,INVESTIGATE PROPERTY,D4,624,,2018-08-23 10:02:00,2018,8,Thursday,10,Part Three,YAWKEY WAY,42.34653820,-71.09880598,"(42.34653820, -71.09880598)"
I182067445,03410,Towed,TOWED MOTOR VEHICLE,B2,320,,2018-08-23 09:54:00,2018,8,Thursday,9,Part Three,GEORGIA ST,42.31039012,-71.08530210,"(42.31039012, -71.08530210)"
I182067443,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,437,,2018-08-23 08:30:00,2018,8,Thursday,8,Part Three,SOUTHERN AVE,42.29059917,-71.07332165,"(42.29059917, -71.07332165)"
I182067441,03115,Investigate Person,INVESTIGATE PERSON,E18,483,,2018-08-23 09:02:00,2018,8,Thursday,9,Part Three,HOLMFIELD AVE,42.26323769,-71.10035083,"(42.26323769, -71.10035083)"
I182067440,03115,Investigate Person,INVESTIGATE PERSON,E5,681,,2018-08-23 09:18:00,2018,8,Thursday,9,Part Three,WASHINGTON ST,42.28112225,-71.13383820,"(42.28112225, -71.13383820)"
I182067439,00724,Auto Theft,AUTO THEFT,C11,345,,2018-08-22 19:30:00,2018,8,Wednesday,19,Part One,RIDGEWOOD ST,42.30209443,-71.06575183,"(42.30209443, -71.06575183)"
I182067438,01402,Vandalism,VANDALISM,B2,311,,2018-08-23 00:15:00,2018,8,Thursday,0,Part Two,CLIFFORD ST,42.31985444,-71.07972518,"(42.31985444, -71.07972518)"
I182067436,00613,Larceny,LARCENY SHOPLIFTING,C11,403,,2018-08-23 09:17:00,2018,8,Thursday,9,Part One,WASHINGTON ST,42.27913786,-71.06970635,"(42.27913786, -71.06970635)"
I182067435,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,565,,2018-08-23 08:42:00,2018,8,Thursday,8,Part One,SENATOR BOLLING CIR,42.28913147,-71.09293028,"(42.28913147, -71.09293028)"
I182067435,03301,Verbal Disputes,VERBAL DISPUTE,B3,565,,2018-08-23 08:42:00,2018,8,Thursday,8,Part Three,SENATOR BOLLING CIR,42.28913147,-71.09293028,"(42.28913147, -71.09293028)"
I182067435,01402,Vandalism,VANDALISM,B3,565,,2018-08-23 08:42:00,2018,8,Thursday,8,Part Two,SENATOR BOLLING CIR,42.28913147,-71.09293028,"(42.28913147, -71.09293028)"
I182067435,02405,Disorderly Conduct,DISORDERLY CONDUCT,B3,565,,2018-08-23 08:42:00,2018,8,Thursday,8,Part Two,SENATOR BOLLING CIR,42.28913147,-71.09293028,"(42.28913147, -71.09293028)"
I182067435,02647,Other,THREATS TO DO BODILY HARM,B3,565,,2018-08-23 08:42:00,2018,8,Thursday,8,Part Two,SENATOR BOLLING CIR,42.28913147,-71.09293028,"(42.28913147, -71.09293028)"
I182067434,03301,Verbal Disputes,VERBAL DISPUTE,B2,318,,2018-08-23 08:20:00,2018,8,Thursday,8,Part Three,HUMBOLDT AVE,42.31024899,-71.09183930,"(42.31024899, -71.09183930)"
I182067432,03805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,A1,68,,2018-08-23 08:47:00,2018,8,Thursday,8,Part Three,CAMBRIDGE ST,42.36114269,-71.06455575,"(42.36114269, -71.06455575)"
I182067431,03410,Towed,TOWED MOTOR VEHICLE,C6,221,,2018-08-23 08:21:00,2018,8,Thursday,8,Part Three,E BROADWAY,42.33550576,-71.04291647,"(42.33550576, -71.04291647)"
I182067430,03201,Property Lost,PROPERTY - LOST,C11,365,,2018-02-10 08:00:00,2018,2,Saturday,8,Part Three,KING ST,42.29273124,-71.05886116,"(42.29273124, -71.05886116)"
I182067427,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,429,,2018-08-23 07:37:00,2018,8,Thursday,7,Part One,HARWOOD ST,42.28576510,-71.08763245,"(42.28576510, -71.08763245)"
I182067426,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E18, ,,2018-08-23 07:33:00,2018,8,Thursday,7,Part Three,HYDE PARK AVE,,,"(0.00000000, 0.00000000)"
I182067425,00301,Robbery,ROBBERY - STREET,C11,394,,2018-08-19 21:30:00,2018,8,Sunday,21,Part One,BUSHNELL ST,42.28557915,-71.06358649,"(42.28557915, -71.06358649)"
I182067424,01402,Vandalism,VANDALISM,, ,,2018-08-22 22:40:00,2018,8,Wednesday,22,Part Two,TONAWANDA,-1.00000000,-1.00000000,"(-1.00000000, -1.00000000)"
I182067423,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,786,,2018-08-22 21:00:00,2018,8,Wednesday,21,Part One,EGREMONT RD,42.34115127,-71.14343417,"(42.34115127, -71.14343417)"
I182067423,01402,Vandalism,VANDALISM,D14,786,,2018-08-22 21:00:00,2018,8,Wednesday,21,Part Two,EGREMONT RD,42.34115127,-71.14343417,"(42.34115127, -71.14343417)"
I182067422,03807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,A1,79,,2018-08-23 07:14:00,2018,8,Thursday,7,Part Three,N WASHINGTON ST,42.36535919,-71.05837488,"(42.36535919, -71.05837488)"
I182067421,03820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,A1, ,,2018-08-23 07:06:00,2018,8,Thursday,7,Part Three,MEDFORD ST,,,"(0.00000000, 0.00000000)"
I182067420,01402,Vandalism,VANDALISM,, ,,2018-08-22 17:30:00,2018,8,Wednesday,17,Part Two,TONAWANDA,-1.00000000,-1.00000000,"(-1.00000000, -1.00000000)"
I182067419,01402,Vandalism,VANDALISM,D14,792,,2018-08-22 19:00:00,2018,8,Wednesday,19,Part Two,COMMONWEALTH CT,42.34614027,-71.14003692,"(42.34614027, -71.14003692)"
I182067418,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E5,658,,2018-08-23 06:40:00,2018,8,Thursday,6,Part Three,CENTRE ST,42.29747929,-71.13148360,"(42.29747929, -71.13148360)"
I182067417,03018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,D14,778,,2018-08-21 12:30:00,2018,8,Tuesday,12,Part Three,WASHINGTON ST,42.34905600,-71.15049850,"(42.34905600, -71.15049850)"
I182067416,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A1,68,,2018-08-23 06:44:00,2018,8,Thursday,6,Part One,HANCOCK ST,42.36025385,-71.06447113,"(42.36025385, -71.06447113)"
I182067415,03115,Investigate Person,INVESTIGATE PERSON,B2,289,,2018-08-23 07:29:00,2018,8,Thursday,7,Part Three,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I182067414,03125,Warrant Arrests,WARRANT ARREST,B3,465,,2018-08-23 07:09:00,2018,8,Thursday,7,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I182067413,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A15,41,,2018-08-23 06:46:00,2018,8,Thursday,6,Part One,PROSPECT ST,42.37573623,-71.05813797,"(42.37573623, -71.05813797)"
I182067412,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,467,,2018-08-23 06:37:00,2018,8,Thursday,6,Part One,WELLINGTON HILL ST,42.28464725,-71.09473285,"(42.28464725, -71.09473285)"
I182067411,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14, ,,2018-08-22 16:00:00,2018,8,Wednesday,16,Part One,ALLSTON ST,,,"(0.00000000, 0.00000000)"
I182067410,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,127,,2018-08-23 06:28:00,2018,8,Thursday,6,Part Three,TREMONT ST,42.34868544,-71.06608848,"(42.34868544, -71.06608848)"
I182067410,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,A1,127,,2018-08-23 06:28:00,2018,8,Thursday,6,Part Three,TREMONT ST,42.34868544,-71.06608848,"(42.34868544, -71.06608848)"
I182067408,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,388,,2018-08-23 06:08:00,2018,8,Thursday,6,Part Three,GALLIVAN BLVD,42.28013508,-71.06512533,"(42.28013508, -71.06512533)"
I182067407,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C6,921,,2018-08-22 21:15:00,2018,8,Wednesday,21,Part One,COLUMBIA RD,42.33053276,-71.04140372,"(42.33053276, -71.04140372)"
I182067406,03125,Warrant Arrests,WARRANT ARREST,B3,421,,2018-08-23 06:00:00,2018,8,Thursday,6,Part Three,DELHI ST,42.27607035,-71.08963640,"(42.27607035, -71.08963640)"
I182067404,03125,Warrant Arrests,WARRANT ARREST,B3,465,,2018-08-23 04:00:00,2018,8,Thursday,4,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I182067403,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E18,485,,2018-08-23 05:19:00,2018,8,Thursday,5,Part Three,CATON ST,42.26535010,-71.10057377,"(42.26535010, -71.10057377)"
I182067402,03125,Warrant Arrests,WARRANT ARREST,B2,289,,2018-08-23 05:15:00,2018,8,Thursday,5,Part Three,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I182067401,03125,Warrant Arrests,WARRANT ARREST,B2,328,,2018-08-23 05:25:00,2018,8,Thursday,5,Part Three,INTERVALE ST,42.30942147,-71.07460029,"(42.30942147, -71.07460029)"
I182067400,03125,Warrant Arrests,WARRANT ARREST,B3,434,,2018-08-23 04:21:00,2018,8,Thursday,4,Part Three,STANTON ST,42.28411373,-71.07938717,"(42.28411373, -71.07938717)"
I182067399,03125,Warrant Arrests,WARRANT ARREST,B2,291,,2018-08-23 04:19:00,2018,8,Thursday,4,Part Three,HIGHLAND ST,42.32725736,-71.09274062,"(42.32725736, -71.09274062)"
I182067398,03125,Warrant Arrests,WARRANT ARREST,C11,257,,2018-08-23 04:17:00,2018,8,Thursday,4,Part Three,STOUGHTON ST,42.31581453,-71.06233690,"(42.31581453, -71.06233690)"
I182067397,03125,Warrant Arrests,WARRANT ARREST,A1,76,,2018-08-23 04:10:00,2018,8,Thursday,4,Part Three,CANAL ST,42.36489527,-71.06050249,"(42.36489527, -71.06050249)"
I182067396,03125,Warrant Arrests,WARRANT ARREST,B2,281,,2018-08-23 04:00:00,2018,8,Thursday,4,Part Three,WINTHROP ST,42.32617421,-71.08118336,"(42.32617421, -71.08118336)"
I182067395,03125,Warrant Arrests,WARRANT ARREST,E13,912,,2018-08-23 04:07:00,2018,8,Thursday,4,Part Three,HEATH ST,42.32513051,-71.09940815,"(42.32513051, -71.09940815)"
I182067394,03125,Warrant Arrests,WARRANT ARREST,B3,423,,2018-08-23 04:06:00,2018,8,Thursday,4,Part Three,NEWCROFT CIR,42.27188214,-71.08449404,"(42.27188214, -71.08449404)"
I182067392,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,652,,2018-08-23 03:25:00,2018,8,Thursday,3,Part Three,SOUTH ST,42.29984466,-71.11960943,"(42.29984466, -71.11960943)"
I182067390,03018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,E18,520,,2018-08-23 02:26:00,2018,8,Thursday,2,Part Three,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
I182067389,03018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,E18,520,,2018-08-23 03:35:00,2018,8,Thursday,3,Part Three,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
I182067388,01300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,C11,348,,2018-08-23 02:43:00,2018,8,Thursday,2,Part Two,DORCHESTER AVE,42.30600262,-71.05878720,"(42.30600262, -71.05878720)"
I182067388,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,C11,348,,2018-08-23 02:43:00,2018,8,Thursday,2,Part Two,DORCHESTER AVE,42.30600262,-71.05878720,"(42.30600262, -71.05878720)"
I182067387,03301,Verbal Disputes,VERBAL DISPUTE,B3,426,,2018-08-23 02:40:00,2018,8,Thursday,2,Part Three,RIVER ST,42.26956689,-71.09075049,"(42.26956689, -71.09075049)"
I182067386,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,355,,2018-08-23 02:03:00,2018,8,Thursday,2,Part Three,PARK ST,42.29878438,-71.06011998,"(42.29878438, -71.06011998)"
I182067385,03114,Investigate Property,INVESTIGATE PROPERTY,B2,586,,2018-08-23 01:34:00,2018,8,Thursday,1,Part Three,PARKER ST,42.32855624,-71.09905446,"(42.32855624, -71.09905446)"
I182067384,01501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",E18,501,,2018-08-23 02:26:32,2018,8,Thursday,2,Part Two,MOUNT HOPE ST,42.28393145,-71.11733126,"(42.28393145, -71.11733126)"
I182067384,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,501,,2018-08-23 02:26:32,2018,8,Thursday,2,Part Two,MOUNT HOPE ST,42.28393145,-71.11733126,"(42.28393145, -71.11733126)"
I182067384,01510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,E18,501,,2018-08-23 02:26:32,2018,8,Thursday,2,Part Two,MOUNT HOPE ST,42.28393145,-71.11733126,"(42.28393145, -71.11733126)"
I182067383,03301,Verbal Disputes,VERBAL DISPUTE,B3,426,,2018-08-23 01:41:00,2018,8,Thursday,1,Part Three,RIVER ST,42.26956689,-71.09075049,"(42.26956689, -71.09075049)"
